# TYPE palworld_server_fps gauge
palworld_server_fps{instance="palworld-2"} 59 1783913640
palworld_server_fps{instance="palworld-2"} 59 1783913700
palworld_server_fps{instance="palworld-2"} 59 1783913760
palworld_server_fps{instance="palworld-2"} 59 1783913820
palworld_server_fps{instance="palworld-2"} 59 1783913880
palworld_server_fps{instance="palworld-2"} 59 1783913940
palworld_server_fps{instance="palworld-2"} 59 1783914000
palworld_server_fps{instance="palworld-2"} 59 1783914060
palworld_server_fps{instance="palworld-2"} 59 1783914120
palworld_server_fps{instance="palworld-2"} 59 1783914180
palworld_server_fps{instance="palworld-2"} 59 1783914240
palworld_server_fps{instance="palworld-2"} 59 1783914300
palworld_server_fps{instance="palworld-2"} 59 1783914360
palworld_server_fps{instance="palworld-2"} 59 1783914420
palworld_server_fps{instance="palworld-2"} 59 1783914480
palworld_server_fps{instance="palworld-2"} 59 1783914540
palworld_server_fps{instance="palworld-2"} 59 1783914600
palworld_server_fps{instance="palworld-2"} 59 1783914660
palworld_server_fps{instance="palworld-2"} 59 1783914720
palworld_server_fps{instance="palworld-2"} 59 1783914780
palworld_server_fps{instance="palworld-2"} 59 1783914840
palworld_server_fps{instance="palworld-2"} 59 1783914900
palworld_server_fps{instance="palworld-2"} 59 1783914960
palworld_server_fps{instance="palworld-2"} 59 1783915020
palworld_server_fps{instance="palworld-2"} 59 1783915080
palworld_server_fps{instance="palworld-2"} 59 1783915140
palworld_server_fps{instance="palworld-2"} 59 1783915200
palworld_server_fps{instance="palworld-2"} 59 1783915260
palworld_server_fps{instance="palworld-2"} 59 1783915320
palworld_server_fps{instance="palworld-2"} 59 1783915380
palworld_server_fps{instance="palworld-2"} 59 1783915440
palworld_server_fps{instance="palworld-2"} 59 1783915500
palworld_server_fps{instance="palworld-2"} 59 1783915560
palworld_server_fps{instance="palworld-2"} 59 1783915620
palworld_server_fps{instance="palworld-2"} 59 1783915680
palworld_server_fps{instance="palworld-2"} 59 1783915740
palworld_server_fps{instance="palworld-2"} 59 1783915800
palworld_server_fps{instance="palworld-2"} 59 1783915860
palworld_server_fps{instance="palworld-2"} 59 1783915920
palworld_server_fps{instance="palworld-2"} 59 1783915980
palworld_server_fps{instance="palworld-2"} 59 1783916040
palworld_server_fps{instance="palworld-2"} 59 1783916100
palworld_server_fps{instance="palworld-2"} 59 1783916160
palworld_server_fps{instance="palworld-2"} 59 1783916220
palworld_server_fps{instance="palworld-2"} 59 1783916280
palworld_server_fps{instance="palworld-2"} 59 1783916340
palworld_server_fps{instance="palworld-2"} 59 1783916400
palworld_server_fps{instance="palworld-2"} 59 1783916460
palworld_server_fps{instance="palworld-2"} 59 1783916520
palworld_server_fps{instance="palworld-2"} 50 1783916580
palworld_server_fps{instance="palworld-2"} 59 1783916640
palworld_server_fps{instance="palworld-2"} 54 1783916700
palworld_server_fps{instance="palworld-2"} 59 1783916760
palworld_server_fps{instance="palworld-2"} 59 1783916820
palworld_server_fps{instance="palworld-2"} 59 1783916880
palworld_server_fps{instance="palworld-2"} 59 1783916940
palworld_server_fps{instance="palworld-2"} 59 1783917000
palworld_server_fps{instance="palworld-2"} 59 1783917060
palworld_server_fps{instance="palworld-2"} 59 1783917120
palworld_server_fps{instance="palworld-2"} 59 1783917180
palworld_server_fps{instance="palworld-2"} 59 1783917240
palworld_server_fps{instance="palworld-2"} 59 1783917300
palworld_server_fps{instance="palworld-2"} 59 1783917360
palworld_server_fps{instance="palworld-2"} 59 1783917420
palworld_server_fps{instance="palworld-2"} 58 1783917480
palworld_server_fps{instance="palworld-2"} 59 1783917540
palworld_server_fps{instance="palworld-2"} 59 1783917600
palworld_server_fps{instance="palworld-2"} 59 1783917660
palworld_server_fps{instance="palworld-2"} 59 1783917720
palworld_server_fps{instance="palworld-2"} 59 1783917780
palworld_server_fps{instance="palworld-2"} 59 1783917840
palworld_server_fps{instance="palworld-2"} 59 1783917900
palworld_server_fps{instance="palworld-2"} 59 1783917960
palworld_server_fps{instance="palworld-2"} 59 1783918020
palworld_server_fps{instance="palworld-2"} 59 1783918080
palworld_server_fps{instance="palworld-2"} 59 1783918140
palworld_server_fps{instance="palworld-2"} 58 1783918200
palworld_server_fps{instance="palworld-2"} 59 1783918260
palworld_server_fps{instance="palworld-2"} 59 1783918320
palworld_server_fps{instance="palworld-2"} 59 1783918380
palworld_server_fps{instance="palworld-2"} 59 1783918440
palworld_server_fps{instance="palworld-2"} 59 1783918500
palworld_server_fps{instance="palworld-2"} 58 1783918560
palworld_server_fps{instance="palworld-2"} 59 1783918620
palworld_server_fps{instance="palworld-2"} 59 1783918680
palworld_server_fps{instance="palworld-2"} 59 1783918740
palworld_server_fps{instance="palworld-2"} 59 1783918800
palworld_server_fps{instance="palworld-2"} 59 1783918860
palworld_server_fps{instance="palworld-2"} 59 1783918920
palworld_server_fps{instance="palworld-2"} 59 1783918980
palworld_server_fps{instance="palworld-2"} 59 1783919040
palworld_server_fps{instance="palworld-2"} 10 1783919100
palworld_server_fps{instance="palworld-2"} 59 1783919160
palworld_server_fps{instance="palworld-2"} 59 1783919220
palworld_server_fps{instance="palworld-2"} 59 1783919280
palworld_server_fps{instance="palworld-2"} 59 1783919340
palworld_server_fps{instance="palworld-2"} 59 1783919400
palworld_server_fps{instance="palworld-2"} 59 1783919460
palworld_server_fps{instance="palworld-2"} 59 1783919520
palworld_server_fps{instance="palworld-2"} 59 1783919580
palworld_server_fps{instance="palworld-2"} 59 1783919640
palworld_server_fps{instance="palworld-2"} 59 1783919700
palworld_server_fps{instance="palworld-2"} 59 1783919760
palworld_server_fps{instance="palworld-2"} 59 1783919820
palworld_server_fps{instance="palworld-2"} 59 1783919880
palworld_server_fps{instance="palworld-2"} 59 1783919940
palworld_server_fps{instance="palworld-2"} 59 1783920000
palworld_server_fps{instance="palworld-2"} 59 1783920060
palworld_server_fps{instance="palworld-2"} 58 1783920120
palworld_server_fps{instance="palworld-2"} 59 1783920180
palworld_server_fps{instance="palworld-2"} 59 1783920240
palworld_server_fps{instance="palworld-2"} 59 1783920300
palworld_server_fps{instance="palworld-2"} 59 1783920360
palworld_server_fps{instance="palworld-2"} 56 1783920420
palworld_server_fps{instance="palworld-2"} 59 1783920480
palworld_server_fps{instance="palworld-2"} 59 1783920540
palworld_server_fps{instance="palworld-2"} 59 1783920600
palworld_server_fps{instance="palworld-2"} 59 1783920660
palworld_server_fps{instance="palworld-2"} 59 1783920720
palworld_server_fps{instance="palworld-2"} 59 1783920780
palworld_server_fps{instance="palworld-2"} 59 1783920840
palworld_server_fps{instance="palworld-2"} 59 1783920900
palworld_server_fps{instance="palworld-2"} 59 1783920960
palworld_server_fps{instance="palworld-2"} 59 1783921020
palworld_server_fps{instance="palworld-2"} 59 1783921080
palworld_server_fps{instance="palworld-2"} 59 1783921140
palworld_server_fps{instance="palworld-2"} 46 1783921200
palworld_server_fps{instance="palworld-2"} 59 1783921260
palworld_server_fps{instance="palworld-2"} 59 1783921320
palworld_server_fps{instance="palworld-2"} 59 1783921380
palworld_server_fps{instance="palworld-2"} 59 1783921440
palworld_server_fps{instance="palworld-2"} 59 1783921500
palworld_server_fps{instance="palworld-2"} 59 1783921560
palworld_server_fps{instance="palworld-2"} 59 1783921620
palworld_server_fps{instance="palworld-2"} 59 1783921680
palworld_server_fps{instance="palworld-2"} 59 1783921740
palworld_server_fps{instance="palworld-2"} 59 1783921800
palworld_server_fps{instance="palworld-2"} 59 1783921860
palworld_server_fps{instance="palworld-2"} 59 1783921920
palworld_server_fps{instance="palworld-2"} 56 1783921980
palworld_server_fps{instance="palworld-2"} 58 1783922040
palworld_server_fps{instance="palworld-2"} 59 1783922100
palworld_server_fps{instance="palworld-2"} 59 1783922160
palworld_server_fps{instance="palworld-2"} 59 1783922220
palworld_server_fps{instance="palworld-2"} 59 1783922280
palworld_server_fps{instance="palworld-2"} 57 1783922340
palworld_server_fps{instance="palworld-2"} 59 1783922400
palworld_server_fps{instance="palworld-2"} 59 1783922460
palworld_server_fps{instance="palworld-2"} 59 1783922520
palworld_server_fps{instance="palworld-2"} 59 1783922580
palworld_server_fps{instance="palworld-2"} 59 1783922640
palworld_server_fps{instance="palworld-2"} 59 1783922700
palworld_server_fps{instance="palworld-2"} 59 1783922760
palworld_server_fps{instance="palworld-2"} 59 1783922820
palworld_server_fps{instance="palworld-2"} 58 1783922880
palworld_server_fps{instance="palworld-2"} 59 1783922940
palworld_server_fps{instance="palworld-2"} 57 1783923000
palworld_server_fps{instance="palworld-2"} 59 1783923060
palworld_server_fps{instance="palworld-2"} 59 1783923120
palworld_server_fps{instance="palworld-2"} 59 1783923180
palworld_server_fps{instance="palworld-2"} 59 1783923240
palworld_server_fps{instance="palworld-2"} 57 1783923300
palworld_server_fps{instance="palworld-2"} 59 1783923360
palworld_server_fps{instance="palworld-2"} 59 1783923420
palworld_server_fps{instance="palworld-2"} 59 1783923480
palworld_server_fps{instance="palworld-2"} 59 1783923540
palworld_server_fps{instance="palworld-2"} 59 1783923600
palworld_server_fps{instance="palworld-2"} 58 1783923660
palworld_server_fps{instance="palworld-2"} 59 1783923720
palworld_server_fps{instance="palworld-2"} 59 1783923780
palworld_server_fps{instance="palworld-2"} 59 1783923840
palworld_server_fps{instance="palworld-2"} 59 1783923900
palworld_server_fps{instance="palworld-2"} 6 1783923960
palworld_server_fps{instance="palworld-2"} 59 1783924020
palworld_server_fps{instance="palworld-2"} 59 1783924080
palworld_server_fps{instance="palworld-2"} 59 1783924140
palworld_server_fps{instance="palworld-2"} 59 1783924200
palworld_server_fps{instance="palworld-2"} 59 1783924260
palworld_server_fps{instance="palworld-2"} 59 1783924320
palworld_server_fps{instance="palworld-2"} 59 1783924380
palworld_server_fps{instance="palworld-2"} 59 1783924440
palworld_server_fps{instance="palworld-2"} 59 1783924500
palworld_server_fps{instance="palworld-2"} 59 1783924560
palworld_server_fps{instance="palworld-2"} 59 1783924620
palworld_server_fps{instance="palworld-2"} 59 1783924680
palworld_server_fps{instance="palworld-2"} 59 1783924740
palworld_server_fps{instance="palworld-2"} 59 1783924800
palworld_server_fps{instance="palworld-2"} 59 1783924860
palworld_server_fps{instance="palworld-2"} 59 1783924920
palworld_server_fps{instance="palworld-2"} 59 1783924980
palworld_server_fps{instance="palworld-2"} 59 1783925040
palworld_server_fps{instance="palworld-2"} 59 1783925100
palworld_server_fps{instance="palworld-2"} 59 1783925160
palworld_server_fps{instance="palworld-2"} 59 1783925220
palworld_server_fps{instance="palworld-2"} 59 1783925280
palworld_server_fps{instance="palworld-2"} 59 1783925340
palworld_server_fps{instance="palworld-2"} 59 1783925400
palworld_server_fps{instance="palworld-2"} 59 1783925460
palworld_server_fps{instance="palworld-2"} 59 1783925520
palworld_server_fps{instance="palworld-2"} 59 1783925580
palworld_server_fps{instance="palworld-2"} 59 1783925640
palworld_server_fps{instance="palworld-2"} 59 1783925700
palworld_server_fps{instance="palworld-2"} 59 1783925760
palworld_server_fps{instance="palworld-2"} 59 1783925820
palworld_server_fps{instance="palworld-2"} 59 1783925880
palworld_server_fps{instance="palworld-2"} 59 1783925940
palworld_server_fps{instance="palworld-2"} 59 1783926000
palworld_server_fps{instance="palworld-2"} 59 1783926060
palworld_server_fps{instance="palworld-2"} 59 1783926120
palworld_server_fps{instance="palworld-2"} 59 1783926180
palworld_server_fps{instance="palworld-2"} 59 1783926240
palworld_server_fps{instance="palworld-2"} 59 1783926300
palworld_server_fps{instance="palworld-2"} 59 1783926360
palworld_server_fps{instance="palworld-2"} 59 1783926420
palworld_server_fps{instance="palworld-2"} 59 1783926480
palworld_server_fps{instance="palworld-2"} 59 1783926540
palworld_server_fps{instance="palworld-2"} 59 1783926600
palworld_server_fps{instance="palworld-2"} 59 1783926660
palworld_server_fps{instance="palworld-2"} 59 1783926720
palworld_server_fps{instance="palworld-2"} 59 1783926780
palworld_server_fps{instance="palworld-2"} 59 1783926840
palworld_server_fps{instance="palworld-2"} 59 1783926900
palworld_server_fps{instance="palworld-2"} 59 1783926960
palworld_server_fps{instance="palworld-2"} 59 1783927020
palworld_server_fps{instance="palworld-2"} 59 1783927080
palworld_server_fps{instance="palworld-2"} 59 1783927140
palworld_server_fps{instance="palworld-2"} 59 1783927200
palworld_server_fps{instance="palworld-2"} 59 1783927260
palworld_server_fps{instance="palworld-2"} 59 1783927320
palworld_server_fps{instance="palworld-2"} 59 1783927380
palworld_server_fps{instance="palworld-2"} 59 1783927440
palworld_server_fps{instance="palworld-2"} 59 1783927500
palworld_server_fps{instance="palworld-2"} 59 1783927560
palworld_server_fps{instance="palworld-2"} 59 1783927620
palworld_server_fps{instance="palworld-2"} 59 1783927680
palworld_server_fps{instance="palworld-2"} 59 1783927740
palworld_server_fps{instance="palworld-2"} 59 1783927800
palworld_server_fps{instance="palworld-2"} 59 1783927860
palworld_server_fps{instance="palworld-2"} 59 1783927920
palworld_server_fps{instance="palworld-2"} 59 1783927980
palworld_server_fps{instance="palworld-2"} 59 1783928040
palworld_server_fps{instance="palworld-2"} 59 1783928100
palworld_server_fps{instance="palworld-2"} 59 1783928160
palworld_server_fps{instance="palworld-2"} 59 1783928220
palworld_server_fps{instance="palworld-2"} 59 1783928280
palworld_server_fps{instance="palworld-2"} 59 1783928340
palworld_server_fps{instance="palworld-2"} 59 1783928400
palworld_server_fps{instance="palworld-2"} 59 1783928460
palworld_server_fps{instance="palworld-2"} 59 1783928520
palworld_server_fps{instance="palworld-2"} 59 1783928580
palworld_server_fps{instance="palworld-2"} 59 1783928640
palworld_server_fps{instance="palworld-2"} 59 1783928700
palworld_server_fps{instance="palworld-2"} 59 1783928760
palworld_server_fps{instance="palworld-2"} 59 1783928820
palworld_server_fps{instance="palworld-2"} 59 1783928880
palworld_server_fps{instance="palworld-2"} 59 1783928940
palworld_server_fps{instance="palworld-2"} 59 1783929000
palworld_server_fps{instance="palworld-2"} 59 1783929060
palworld_server_fps{instance="palworld-2"} 59 1783929120
palworld_server_fps{instance="palworld-2"} 59 1783929180
palworld_server_fps{instance="palworld-2"} 59 1783929240
palworld_server_fps{instance="palworld-2"} 59 1783929300
palworld_server_fps{instance="palworld-2"} 59 1783929360
palworld_server_fps{instance="palworld-2"} 59 1783929420
palworld_server_fps{instance="palworld-2"} 59 1783929480
palworld_server_fps{instance="palworld-2"} 59 1783929540
palworld_server_fps{instance="palworld-2"} 59 1783929600
palworld_server_fps{instance="palworld-2"} 59 1783929660
palworld_server_fps{instance="palworld-2"} 59 1783929720
palworld_server_fps{instance="palworld-2"} 51 1783929780
palworld_server_fps{instance="palworld-2"} 59 1783929840
palworld_server_fps{instance="palworld-2"} 59 1783929900
palworld_server_fps{instance="palworld-2"} 59 1783929960
palworld_server_fps{instance="palworld-2"} 59 1783930020
palworld_server_fps{instance="palworld-2"} 56 1783930080
palworld_server_fps{instance="palworld-2"} 59 1783930140
palworld_server_fps{instance="palworld-2"} 59 1783930200
palworld_server_fps{instance="palworld-2"} 59 1783930260
palworld_server_fps{instance="palworld-2"} 59 1783930320
palworld_server_fps{instance="palworld-2"} 59 1783930380
palworld_server_fps{instance="palworld-2"} 59 1783930440
palworld_server_fps{instance="palworld-2"} 59 1783930500
palworld_server_fps{instance="palworld-2"} 58 1783930560
palworld_server_fps{instance="palworld-2"} 59 1783930620
palworld_server_fps{instance="palworld-2"} 59 1783930680
palworld_server_fps{instance="palworld-2"} 59 1783930740
palworld_server_fps{instance="palworld-2"} 59 1783930800
palworld_server_fps{instance="palworld-2"} 59 1783930860
palworld_server_fps{instance="palworld-2"} 59 1783930920
palworld_server_fps{instance="palworld-2"} 59 1783930980
palworld_server_fps{instance="palworld-2"} 57 1783931040
palworld_server_fps{instance="palworld-2"} 59 1783931100
palworld_server_fps{instance="palworld-2"} 59 1783931160
palworld_server_fps{instance="palworld-2"} 59 1783931220
palworld_server_fps{instance="palworld-2"} 57 1783931280
palworld_server_fps{instance="palworld-2"} 51 1783931340
palworld_server_fps{instance="palworld-2"} 59 1783931400
palworld_server_fps{instance="palworld-2"} 59 1783931460
palworld_server_fps{instance="palworld-2"} 59 1783931520
palworld_server_fps{instance="palworld-2"} 59 1783931580
palworld_server_fps{instance="palworld-2"} 59 1783931640
palworld_server_fps{instance="palworld-2"} 59 1783931700
palworld_server_fps{instance="palworld-2"} 59 1783931760
palworld_server_fps{instance="palworld-2"} 59 1783931820
palworld_server_fps{instance="palworld-2"} 59 1783931880
palworld_server_fps{instance="palworld-2"} 52 1783931940
palworld_server_fps{instance="palworld-2"} 59 1783932000
palworld_server_fps{instance="palworld-2"} 59 1783932060
palworld_server_fps{instance="palworld-2"} 59 1783932120
palworld_server_fps{instance="palworld-2"} 59 1783932180
palworld_server_fps{instance="palworld-2"} 59 1783932240
palworld_server_fps{instance="palworld-2"} 59 1783932300
palworld_server_fps{instance="palworld-2"} 59 1783932360
palworld_server_fps{instance="palworld-2"} 59 1783932420
palworld_server_fps{instance="palworld-2"} 59 1783932480
palworld_server_fps{instance="palworld-2"} 59 1783932540
palworld_server_fps{instance="palworld-2"} 49 1783932600
palworld_server_fps{instance="palworld-2"} 59 1783932660
palworld_server_fps{instance="palworld-2"} 59 1783932720
palworld_server_fps{instance="palworld-2"} 54 1783932780
palworld_server_fps{instance="palworld-2"} 59 1783932840
palworld_server_fps{instance="palworld-2"} 59 1783932900
palworld_server_fps{instance="palworld-2"} 23 1783932960
palworld_server_fps{instance="palworld-2"} 59 1783933020
palworld_server_fps{instance="palworld-2"} 59 1783933080
palworld_server_fps{instance="palworld-2"} 59 1783933140
palworld_server_fps{instance="palworld-2"} 59 1783933200
palworld_server_fps{instance="palworld-2"} 59 1783933260
palworld_server_fps{instance="palworld-2"} 59 1783933320
palworld_server_fps{instance="palworld-2"} 59 1783933380
palworld_server_fps{instance="palworld-2"} 59 1783933440
palworld_server_fps{instance="palworld-2"} 59 1783933500
palworld_server_fps{instance="palworld-2"} 49 1783933560
palworld_server_fps{instance="palworld-2"} 53 1783933620
palworld_server_fps{instance="palworld-2"} 59 1783933680
palworld_server_fps{instance="palworld-2"} 59 1783933740
palworld_server_fps{instance="palworld-2"} 59 1783933800
palworld_server_fps{instance="palworld-2"} 59 1783933860
palworld_server_fps{instance="palworld-2"} 58 1783933920
palworld_server_fps{instance="palworld-2"} 59 1783933980
palworld_server_fps{instance="palworld-2"} 58 1783934040
palworld_server_fps{instance="palworld-2"} 59 1783934100
palworld_server_fps{instance="palworld-2"} 59 1783934160
palworld_server_fps{instance="palworld-2"} 59 1783934220
palworld_server_fps{instance="palworld-2"} 59 1783934280
palworld_server_fps{instance="palworld-2"} 59 1783934340
palworld_server_fps{instance="palworld-2"} 59 1783934400
palworld_server_fps{instance="palworld-2"} 59 1783934460
palworld_server_fps{instance="palworld-2"} 59 1783934520
palworld_server_fps{instance="palworld-2"} 59 1783934580
palworld_server_fps{instance="palworld-2"} 59 1783934640
palworld_server_fps{instance="palworld-2"} 59 1783934700
palworld_server_fps{instance="palworld-2"} 59 1783934760
palworld_server_fps{instance="palworld-2"} 59 1783934820
palworld_server_fps{instance="palworld-2"} 59 1783934880
palworld_server_fps{instance="palworld-2"} 59 1783934940
palworld_server_fps{instance="palworld-2"} 59 1783935000
palworld_server_fps{instance="palworld-2"} 59 1783935060
palworld_server_fps{instance="palworld-2"} 48 1783935120
palworld_server_fps{instance="palworld-2"} 59 1783935180
palworld_server_fps{instance="palworld-2"} 59 1783935240
palworld_server_fps{instance="palworld-2"} 59 1783935300
palworld_server_fps{instance="palworld-2"} 59 1783935360
palworld_server_fps{instance="palworld-2"} 59 1783935420
palworld_server_fps{instance="palworld-2"} 59 1783935480
palworld_server_fps{instance="palworld-2"} 59 1783935540
palworld_server_fps{instance="palworld-2"} 59 1783935600
palworld_server_fps{instance="palworld-2"} 59 1783935660
palworld_server_fps{instance="palworld-2"} 59 1783935720
palworld_server_fps{instance="palworld-2"} 59 1783935780
palworld_server_fps{instance="palworld-2"} 59 1783935840
palworld_server_fps{instance="palworld-2"} 56 1783935900
palworld_server_fps{instance="palworld-2"} 59 1783935960
palworld_server_fps{instance="palworld-2"} 59 1783936020
palworld_server_fps{instance="palworld-2"} 59 1783936080
palworld_server_fps{instance="palworld-2"} 59 1783936140
palworld_server_fps{instance="palworld-2"} 59 1783936200
palworld_server_fps{instance="palworld-2"} 59 1783936260
palworld_server_fps{instance="palworld-2"} 59 1783936320
palworld_server_fps{instance="palworld-2"} 59 1783936380
palworld_server_fps{instance="palworld-2"} 59 1783936440
palworld_server_fps{instance="palworld-2"} 59 1783936500
palworld_server_fps{instance="palworld-2"} 59 1783936560
palworld_server_fps{instance="palworld-2"} 37 1783936620
palworld_server_fps{instance="palworld-2"} 59 1783936680
palworld_server_fps{instance="palworld-2"} 59 1783936740
palworld_server_fps{instance="palworld-2"} 59 1783936800
palworld_server_fps{instance="palworld-2"} 59 1783936860
palworld_server_fps{instance="palworld-2"} 59 1783936920
palworld_server_fps{instance="palworld-2"} 59 1783936980
palworld_server_fps{instance="palworld-2"} 59 1783937040
palworld_server_fps{instance="palworld-2"} 36 1783937100
palworld_server_fps{instance="palworld-2"} 59 1783937160
palworld_server_fps{instance="palworld-2"} 58 1783937220
palworld_server_fps{instance="palworld-2"} 59 1783937280
palworld_server_fps{instance="palworld-2"} 59 1783937340
palworld_server_fps{instance="palworld-2"} 59 1783937400
palworld_server_fps{instance="palworld-2"} 59 1783937460
palworld_server_fps{instance="palworld-2"} 59 1783937520
palworld_server_fps{instance="palworld-2"} 59 1783937580
palworld_server_fps{instance="palworld-2"} 59 1783937640
palworld_server_fps{instance="palworld-2"} 59 1783937700
palworld_server_fps{instance="palworld-2"} 59 1783937760
palworld_server_fps{instance="palworld-2"} 59 1783937820
palworld_server_fps{instance="palworld-2"} 59 1783937880
palworld_server_fps{instance="palworld-2"} 59 1783937940
palworld_server_fps{instance="palworld-2"} 59 1783938000
palworld_server_fps{instance="palworld-2"} 59 1783938060
palworld_server_fps{instance="palworld-2"} 59 1783938120
palworld_server_fps{instance="palworld-2"} 58 1783938180
palworld_server_fps{instance="palworld-2"} 59 1783938240
palworld_server_fps{instance="palworld-2"} 59 1783938300
palworld_server_fps{instance="palworld-2"} 59 1783938360
palworld_server_fps{instance="palworld-2"} 59 1783938420
palworld_server_fps{instance="palworld-2"} 59 1783938480
palworld_server_fps{instance="palworld-2"} 59 1783938540
palworld_server_fps{instance="palworld-2"} 59 1783938600
palworld_server_fps{instance="palworld-2"} 59 1783938660
palworld_server_fps{instance="palworld-2"} 59 1783938720
palworld_server_fps{instance="palworld-2"} 59 1783938780
palworld_server_fps{instance="palworld-2"} 59 1783938840
palworld_server_fps{instance="palworld-2"} 59 1783938900
palworld_server_fps{instance="palworld-2"} 59 1783938960
